嗚呼,ああ,aa,Ah!;Oh!;Alas!
共通,きょうつう,kyoutsuu,commonness;community
協定,きょうてい,kyoutei,arrangement;pact;agreement
郷土,きょうど,kyoudo,native place;birth place;one's old home
共同,きょうどう,kyoudou,cooperation;association;collaboration;joint
脅迫,きょうはく,kyouhaku,threat;menace;coercion;terrorism
恐怖,きょうふ,kyoufu,be afraid;dread;dismay;terror
興味,きょうみ,kyoumi,interest (in something)
共鳴,きょうめい,kyoumei,resonance;sympathy
教養,きょうよう,kyouyou,culture;education;refinement;cultivation
郷里,きょうり,kyouri,birth-place;home town
郷里,きょうり,kyouri,birth-place;home town
協力,きょうりょく,kyouryoku,cooperation;collaboration
強力,きょうりょく,kyouryoku,powerful;strong
強烈,きょうれつ,kyouretsu,strong;intense;severe
共和,きょうわ,kyouwa,republicanism;cooperation
許可,きょか,kyoka,permission;approval
曲,きょく,kyoku,tune;piece of music
局,きょく,kyoku,channel (i.e. TV or radio);department;affair;situation
局限,きょくげん,kyokugen,limit;localize
曲線,きょくせん,kyokusen,curve
極端,きょくたん,kyokutan,extreme;extremity
居住,きょじゅう,kyojyuu,residence
拒絶,きょぜつ,kyozetsu,refusal;rejection
巨大,きょだい,kyodai,huge;gigantic;enormous
去年,きょねん,kyonen,last year
拒否,きょひ,kyohi,denial;veto;rejection;refusal
許容,きょよう,kyoyou,permission;pardon
距離,きょり,kyori,distance;range
寄与,きよ,kiyo,contribution;service
清い,きよい,kiyoi,clear;pure;noble
器用,きよう,kiyou,skillful;handy
清らか,きよらか,kiyoraka,clean;pure;chaste
嫌い,きらい,kirai,dislike;hate
嫌う,きらう,kirau,to hate;to dislike;to loathe
気楽,きらく,kiraku,at ease;comfortable
煌びやか,きらびやか,kirabiyaka,gorgeous;gaudy;dazzling;gay
切り,きり,kiri,limits;end;bounds;period;place to leave off;closing sentence;all there is;only;since
霧,きり,kiri,fog;mist
桐,きり,kiri,paulownia tree
切り替える,きりかえる,kirikaeru,to change;to exchange;to convert;to renew;to throw a switch;to replace;to switch over
規律,きりつ,kiritsu,order;rules;law
気流,きりゅう,kiryuu,atmospheric current
切る,きる,kiru,to cut;to chop;to hash;to carve;to saw;to clip;to shear;to slice;to strip;to fell;to cut down;to punch;to sever (connections);to pause;to break off;to disconnect;to turn off;to hang up;to cross (a street);to discount;to sell below cost;to shake (water) of
斬る,きる,kiru,to behead;to murder
着る,きる,kiru,to wear;to put on (from shoulders down)
斬る,きる,kiru,to behead;to murder
奇麗,きれい,kirei,pretty;clean;nice;tidy;beautiful;fair
切れ目,きれめ,kireme,break;pause;gap;end;rift;interruption;cut;section;notch;incision;end (of a task)
切れる,きれる,kireru,to cut well;to be sharp;to break;to snap;to wear out;to be injured;to burst;to collapse;to break off;to be disconnected;to be out of;to expire;to sever (connections) with;sharp;shrewd;less than
記録,きろく,kiroku,record;minutes;document
際,きわ,kiwa,edge;brink;verge;side
木綿,きわた,kiwata,cotton
極めて,きわめて,kiwamete,exceedingly;extremely
気を付ける,きをつける,kiwotsukeru,to be careful;to pay attention;to take care
僅,きん,kin,a little;small quantity
禁煙,きんえん,kinen,No Smoking!
金額,きんがく,kingaku,amount of money
近眼,きんがん,kingan,nearsightedness;shortsightedness;myopia
緊急,きんきゅう,kinkyuu,urgent;pressing;emergency
近々,きんきん,kinkin,nearness;before long
金魚,きんぎょ,kingyo,goldfish
近郊,きんこう,kinkou,suburbs;outskirts
均衡,きんこう,kinkou,equilibrium;balance
近視,きんし,kinshi,shortsightedness
禁止,きんし,kinshi,prohibition;ban
近所,きんじょ,kinjyo,neighbourhood
禁じる,きんじる,kinjiru,to prohibit
禁ずる,きんずる,kinzuru,to forbid;to suppress
金銭,きんせん,kinsen,money;cash
金属,きんぞく,kinzoku,metal
近代,きんだい,kindai,present day
緊張,きんちょう,kinchou,tension;mental strain;nervousness
筋肉,きんにく,kinniku,muscle;sinew
勤勉,きんべん,kinben,industry;diligence
勤務,きんむ,kinmu,service;duty;work
禁物,きんもつ,kinmotsu,taboo;forbidden thing
金融,きんゆう,kinyuu,monetary circulation;credit situation
金曜,きんよう,kinyou,Friday
勤労,きんろう,kinrou,labor;exertion;diligent service
議案,ぎあん,gian,legislative bill
議員,ぎいん,giin,member of the Diet  congress or parliament
議会,ぎかい,gikai,Diet;congress;parliament
戯曲,ぎきょく,gikyoku,play;drama
議決,ぎけつ,giketsu,resolution;decision;vote
技師,ぎし,gishi,engineer;technician
儀式,ぎしき,gishiki,ceremony;rite;ritual;service
議事堂,ぎじどう,gijidou,Diet building
技術,ぎじゅつ,gijyutsu,art;technique;technology;skill
犠牲,ぎせい,gisei,sacrifice
偽造,ぎぞう,gizou,forgery;falsification;fabrication;counterfeiting
議題,ぎだい,gidai,topic of discussion;agenda
議長,ぎちょう,gichou,chairman
,ぎっしり,gisshiri,tightly;fully
技能,ぎのう,ginou,technical skill;ability;capacity
義務,ぎむ,gimu,duty;obligation;responsibility
疑問,ぎもん,gimon,question;problem;doubt;guess
逆,ぎゃく,gyaku,reverse;opposite
逆転,ぎゃくてん,gyakuten,(sudden) change;reversal;turn-around;coming from behind (baseball)
牛乳,ぎゅうにゅう,gyuunyuu,(cow's) milk
行,ぎょう,gyou,line;row;verse
行儀,ぎょうぎ,gyougi,manners
業者,ぎょうしゃ,gyousha,trader;merchant
行事,ぎょうじ,gyouji,event;function
行政,ぎょうせい,gyousei,administration
業績,ぎょうせき,gyouseki,achievement;performance;results;work;contribution
業務,ぎょうむ,gyoumu,business;affairs;duties;work
行列,ぎょうれつ,gyouretsu,line;procession;matrix (math)
漁業,ぎょぎょう,gyogyou,fishing (industry)
玉,ぎょく,gyoku,king (shogi)
漁船,ぎょせん,gyosen,fishing boat
漁村,ぎょそん,gyoson,fishing village
義理,ぎり,giri,duty;sense of duty;honor;decency;courtesy;debt of gratitude;social obligation
議論,ぎろん,giron,argument;discussion;dispute
疑惑,ぎわく,giwaku,doubt;misgivings;distrust;suspicion
銀,ぎん,gin,1.  silver;silver coin;silver paint; 2.  silver general (shogi)
銀行,ぎんこう,ginkou,bank
吟味,ぎんみ,ginmi,testing;scrutiny;careful investigation
九,く,ku,(num) nine
句,く,ku,phrase;clause;sentence;passage;paragraph;expression;line;verse;stanze;17-syllable poem
区,く,ku,ward;district;section
区域,くいき,kuiki,limits;boundary;domain;zone;sphere;territory
食い違う,くいちがう,kuichigau,to cross each other;to run counter to;to differ;to clash;to go awry
食う,くう,kuu,to eat
空気,くうき,kuuki,air;atmosphere
空港,くうこう,kuukou,airport
空想,くうそう,kuusou,daydream;phantasy;fancy;vision
空中,くうちゅう,kuuchuu,sky;air
空腹,くうふく,kuufuku,hunger
区画,くかく,kukaku,division;section;compartment;boundary;area;block
区間,くかん,kukan,section (of track  etc)
茎,くき,kuki,stalk
釘,くぎ,kugi,nail
区切り,くぎり,kugiri,an end;a stop;punctuation
区切る,くぎる,kugiru,to punctuate;to cut off;to mark off;to stop;to put an end to
潜る,くぐる,kuguru,1.  to drive;to pass through; 2.  to evade;to hide; 3.  to dive (into or under water);to go underground
潜る,くぐる,kuguru,1.  to drive;to pass through; 2.  to evade;to hide; 3.  to dive (into or under water);to go underground
草,くさ,kusa,grass
臭い,くさい,kusai,stinking
種々,くさぐさ,kusagusa,variety
鎖,くさり,kusari,chain
腐る,くさる,kusaru,to rot;to go bad
櫛,くし,kushi,comb
嚏,くしゃみ,kushami,sneeze
苦心,くしん,kushin,pain;trouble;anxiety;diligence;hard work
旧事,くじ,kuji,past events;bygones
籤引,くじびき,kujibiki,lottery;drawn lot
苦情,くじょう,kujyou,complaint;troubles;objection
擽ぐったい,くすぐったい,kusuguttai,ticklish
薬,くすり,kusuri,medicine
薬,くすり,kusuri,medicine
薬指,くすりゆび,kusuriyubi,ring finger
屑,くず,kuzu,waste;scrap
崩す,くずす,kuzusu,to destroy;to pull down;to make change (money)
崩れる,くずれる,kuzureru,to collapse;to crumble
癖,くせ,kuse,a habit (often a bad habit  i.e. vice);peculiarity
草臥れる,くたびれる,kutabireru,to get tired;to wear out
砕く,くだく,kudaku,to break;to smash
砕ける,くだける,kudakeru,to break;to be broken
下さる,くださる,kudasaru,to give;to confer
果物,くだもの,kudamono,fruit
下らない,くだらない,kudaranai,good-for-nothing;stupid;trivial;worthless
下り,くだり,kudari,down-train (going away from Tokyo)
下る,くだる,kudaru,to get down;to descend
件,くだん,kudan,example;precedent;the usual;the said;the above-mentioned;(man) in question
口,くち,kuchi,mouth;orifice;opening
口,くち,kuchi,mouth;orifice;opening
口ずさむ,くちずさむ,kuchizusamu,to hum something;to sing to oneself
嘴,くちばし,kuchibashi,beak;bill
唇,くちびる,kuchibiru,lips
口紅,くちべに,kuchibeni,lipstick
朽ちる,くちる,kuchiru,to rot
,くっきり,kukkiri,distinctly;clearly;boldly
屈折,くっせつ,kussetsu,bending;indentation;refraction
くっ付く,くっつく,kuttsuku,to adhere to;to keep close to
くっ付ける,くっつける,kuttsukeru,to attach
靴,くつ,kutsu,shoes;footwear
苦痛,くつう,kutsuu,pain;agony
覆す,くつがえす,kutsugaesu,to overturn;to upset;to overthrow;to undermine
靴下,くつした,kutsushita,socks
句読点,くとうてん,kutouten,punctuation marks
諄い,くどい,kudoi,verbose;importunate;heavy (taste)
国,くに,kuni,country
国,くに,kuni,country
国境,くにざかい,kunizakai,national or state border
配る,くばる,kubaru,to distribute;to deliver
首,くび,kubi,neck
首飾り,くびかざり,kubikazari,necklace
首輪,くびわ,kubiwa,necklace;choker
工夫,くふう,kufuu,device;scheme
区分,くぶん,kubun,division;section;demarcation;(traffic) lane;compartment;classification;sorting
区別,くべつ,kubetsu,distinction;differentiation;classification
組,くみ,kumi,class;group;team;set
組合,くみあい,kumiai,association;union
組み合わせ,くみあわせ,kumiawase,combination
組み合わせる,くみあわせる,kumiawaseru,to join together;to combine;to join up
組み込む,くみこむ,kumikomu,to insert;to include;to cut in (printing)
組み立てる,くみたてる,kumitateru,to assemble;to set up;to construct
組む,くむ,kumu,to put together
汲む,くむ,kumu,to draw (water);to ladle;to dip;to scoop;to pump;to have a drink together;to consider;to sympathize with
酌む,くむ,kumu,to serve sake
雲,くも,kumo,cloud
曇り,くもり,kumori,cloudiness;cloudy weather;shadow
曇る,くもる,kumoru,to become cloudy;to become dim
悔しい,くやしい,kuyashii,regrettable;mortifying;vexing
悔やむ,くやむ,kuyamu,to mourn
蔵,くら,kura,warehouse;cellar;magazine;granary;godown;depository;treasury;elevator
位,くらい,kurai,grade;rank;court order;dignity;nobility;situation;throne;crown;occupying a position;about;almost;as;rather;at least;enough to
暗い,くらい,kurai,dark;gloomy
位,くらい,kurai,grade;rank;court order;dignity;nobility;situation;throne;crown;occupying a position;about;almost;as;rather;at least;enough to
暮らし,くらし,kurashi,living;livelihood;subsistence;circumstances
暮らす,くらす,kurasu,to live;to get along
比べる,くらべる,kuraberu,to compare
繰り返す,くりかえす,kurikaesu,to repeat;to do something over again
狂う,くるう,kuruu,to go mad;to get out of order
苦しい,くるしい,kurushii,painful;difficult
苦しむ,くるしむ,kurushimu,to suffer;to groan;to be worried
苦しめる,くるしめる,kurushimeru,to torment;to harass;to inflict pain
車,くるま,kuruma,car;vehicle;wheel
車,くるま,kuruma,car;vehicle;wheel
包む,くるむ,kurumu,to be engulfed in;to be enveloped by;to wrap up;to tuck in;to pack;to do up;to cover with;to dress in;to conceal
包む,くるむ,kurumu,to be engulfed in;to be enveloped by;to wrap up;to tuck in;to pack;to do up;to cover with;to dress in;to conceal
暮れ,くれ,kure,year end;sunset;nightfall;end
呉れ呉れも,くれぐれも,kureguremo,repeatedly;sincerely;earnestly
呉れる,くれる,kureru,to give;to let one have;to do for one;to be given
暮れる,くれる,kureru,to get dark;to end;to come to an end;to close;to run out
黒,くろ,kuro,black;dark
黒い,くろい,kuroi,black
苦労,くろう,kurou,troubles;hardships
玄人,くろうと,kurouto,expert;professional;geisha;prostitute
黒字,くろじ,kuroji,balance (figure) in the black
加える,くわえる,kuwaeru,to append;to sum up;to add (up);to include;to increase;to inflict
加える,くわえる,kuwaeru,to append;to sum up;to add (up);to include;to increase;to inflict
詳しい,くわしい,kuwashii,knowing very well;detailed;full;accurate
加わる,くわわる,kuwawaru,to join in;to accede to;to increase;to gain in (influence)
君,くん,kun,Mr (junior);master;boy
君主,くんしゅ,kunshu,ruler;monarch
訓練,くんれん,kunren,practice
具合,ぐあい,guai,condition;state;manner;health
偶数,ぐうすう,guusuu,even number
偶然,ぐうぜん,guuzen,(by) chance;unexpectedly;suddenly;accident;fortuity
具体,ぐたい,gutai,concrete;tangible;material
愚痴,ぐち,guchi,idle complaint;grumble
,ぐっすり,gussuri,sound asleep;fast asleep
,ぐっと,guto,firmly;fast;much;more
,ぐらい,gurai,approximately
群,ぐん,gun,group (math)
郡,ぐん,gun,country;district
群,ぐん,gun,group (math)
軍艦,ぐんかん,gunkan,warship;battleship
群集,ぐんしゅう,gunshuu,(social) group;crowd;throng;mob;multitude
軍事,ぐんじ,gunji,military affairs
軍隊,ぐんたい,guntai,army;troops
軍備,ぐんび,gunbi,armaments;military preparations
軍服,ぐんぷく,gunpuku,military or naval uniform
毛,け,ke,hair;fur
毛,け,ke,hair;fur
刑,けい,kei,penalty;sentence;punishment
計,けい,kei,plan
頃,けい,kei,time;about;toward;approximately (time)
傾,けい,kei,lean;incline
系,けい,kei,system;lineage;group
敬意,けいい,keii,respect;honour
経営,けいえい,keiei,management;administration
経過,けいか,keika,passage;expiration;progress
軽快,けいかい,keikai,rhythmical (e.g. melody);casual (e.g. dress);light;nimble
警戒,けいかい,keikai,warning;admonition;vigilance
計画,けいかく,keikaku,plan;project;schedule;scheme;program
警官,けいかん,keikan,policeman
計器,けいき,keiki,meter;gauge
契機,けいき,keiki,opportunity;chance
景気,けいき,keiki,condition;state;business (condition)
